PZN;Artikelname;DF;PM;PE;Herstellerkürzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
4606366;DESCODERM HAUTDESINFEKTION;LOE;500;ml;SCHUM;ja;0;6,89;6,89;14,95;0,00;14,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11518941;DEVIT TROPFEN 2400 I.E./ML;TEI;10;ml;PA25;ja;2;6,60;6,18;11,95;12,33;11,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4045241;DEXERYL;CRE;250;g;PIERF;ja;2;8,00;6,40;10,95;11,75;10,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Ja;nein, kein Lebensmittel;Nein
8597049;DEXPANTHENOL;FLU;25;g;EURO;ja;1;7,20;6,33;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
976037;DEXTRO ENERGEN MINIS KIRSC;;1;St;KYBEV;ja;0;1,00;0,73;1,30;0,00;1,30;;0,00;;nein;Nein;Nein;ja;Nein
571843;DIBENZOYLPEROXID;;25;g;FAGRO;ja;1;15,34;15,22;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Keine Angabe
4704206;DICLO RATIO SCHMERZGEL;GEL;100;g;RATIO;ja;12;7,94;0,00;11,95;14,40;11,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10929990;DICLO RATIO SCHMERZGEL;GEL;150;g;RATIO;ja;4;10,33;6,18;17,95;18,20;17,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4704198;DICLO RATIO SCHMERZGEL;GEL;50;g;RATIO;ja;10;4,28;2,62;6,95;8,00;6,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
16705004;DICLOX FORTE 20MG/G GEL;GEL;100;g;RATIO;ja;11;10,33;8,95;17,95;18,20;17,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16705010;DICLOX FORTE 20MG/G GEL;GEL;150;g;RATIO;ja;7;13,81;8,44;22,95;23,50;22,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16704996;DICLOX FORTE 20MG/G GEL;GEL;50;g;RATIO;ja;6;5,14;3,14;7,95;9,60;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4455281;DIENAPLEX N1;TRO;50;ml;BEATE;ja;1;13,95;11,90;23,74;23,74;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
938798;DIETHYLAMINSALICYLAT;;100;g;FAGRO;ja;1;0,00;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Keine Angabe
3046391;DILTIAZEMHYDROCHLORID;PUL;10;g;FAGRO;ja;1;23,90;17,52;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
3046333;DILTIAZEMHYDROCHLORID;PUL;5;g;FAGRO;ja;1;16,30;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
11125934;DIMET 20;LOE;100;ml;PA25;ja;1;15,50;14,70;21,99;21,99;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4914553;DIMETHYLSULFOXID;FLU;100;g;EURO;ja;1;0,00;9,49;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
807665;DITHRANOL;;5;g;CAELO;ja;1;45,50;41,27;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
11024417;DOBENDAN DIR FLURB SPRAY;SPR;15;ml;RECK;ja;0;7,58;5,21;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10326895;DOBENDAN DIR ZF FLURB 8.75;LUT;24;St;RECK;ja;1;6,41;5,16;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6866410;DOBENDAN DIREKT FLURB 8.75;LUT;24;St;RECK;ja;4;6,41;5,12;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5853368;DOC IBUPROFEN SCHMERZGEL;GEL;100;g;HERME;ja;2;9,77;9,46;16,95;17,21;16,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5853351;DOC IBUPROFEN SCHMERZGEL;GEL;50;g;HERME;ja;4;5,08;4,46;9,50;9,50;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1571331;DOEDERLEIN VAGINALKAPSELN;VKA;10;St;GSKOT;ja;1;10,25;9,18;18,05;18,05;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12700079;DOLO DOBENDAN 1.4MG/10MG;LUT;36;St;RECK;ja;4;7,58;6,02;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4590205;DOLORMIN;FTA;10;St;JOHNS;ja;1;2,98;2,41;5,75;5,75;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
91072;DOLORMIN EXTRA;FTA;10;St;JOHNS;ja;10;4,05;3,12;7,65;7,69;7,65;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
91089;DOLORMIN EXTRA;FTA;20;St;JOHNS;ja;44;5,88;4,63;9,95;10,98;9,95;ja;7,95;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434091;DOLORMIN FUER FRAUEN;TAB;20;St;JOHNS;ja;7;6,06;4,60;10,95;11,32;10,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1300827;DOLORMIN MIGRAENE;FTA;20;St;JOHNS;ja;17;5,88;4,53;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3025437;DOMOTHERM RAPID DIGITALTHE;;1;St;UEBE;ja;21;3,25;1,99;4,90;0,00;4,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4260465;DOPPELHERZ AUGEN SEHK SYST;KAP;60;St;QUEIS;ja;3;12,37;9,65;14,95;17,95;14,95;;0,00;;nein;Nein;Nein;ja;Nein
7625045;DOPPELHERZ MAGNESIUM 400MG;TAB;60;St;QUEIS;ja;1;0,00;4,00;6,95;6,95;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
17974290;DOPPELHERZ MSM GLUCOSA SYS;KAP;60;St;QUEIS;ja;1;0,00;16,55;24,95;24,95;24,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
6132731;DOPPELHERZ OMEGA3 KONZ SYS;KAP;60;St;QUEIS;ja;1;13,89;9,95;18,95;18,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
7727923;DORITHRICIN HALSTABL CLASS;LUT;20;St;MEDAR;ja;2;5,88;4,81;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet v2);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10078411;DORITHRICIN HALSTABL WALDB;LUT;20;St;MEDAR;ja;2;5,88;4,38;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8013806;DOSIERPUMPE SPENDERFLASCHE;;1;St;SCHUG;ja;2;2,70;2,29;0,00;0,00;0,00;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
17988984;DR THEISS INNERE RUHE TAB;TAB;30;St;THEIS;ja;1;6,77;6,53;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
18029180;DR THEISS MELAT EINSCHL PL;SPR;20;ml;THEIS;ja;2;6,77;5,08;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16910187;DR THEISS MELATONIN EINSCH;SPR;50;ml;THEIS;ja;5;11,53;8,65;16,95;16,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3025265;DR THEISS NACHTK GESICHT;CRE;50;ml;THEIS;ja;2;7,21;5,41;11,15;12,40;11,15;;0,00;VK - 10% (abrunden);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7300490;DR THEISS NACHTK SHAMPOO;SHA;200;ml;THEIS;ja;3;5,41;4,06;8,50;8,64;8,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
17418092;DR THEISS VITAMIN B KOMPL;SPR;30;ml;THEIS;ja;1;6,77;6,77;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16531490;DR. HAUSCHKA AKTIV TAG FLU;FLU;50;ml;WALAD;ja;3;12,66;10,91;22,50;23,50;22,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
16531538;DR. HAUSCHKA AUSGL TAG FLU;FLU;50;ml;WALAD;ja;1;13,74;13,20;24,50;25,50;24,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
16531515;DR. HAUSCHKA BERUH TAG FLU;FLU;50;ml;WALAD;ja;1;14,81;14,01;27,50;27,50;27,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14279885;DR. HAUSCHKA GES SONDERGR;;30;ml;WALAD;ja;3;3,77;3,39;6,95;7,00;6,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432209;DR.HAUSCHKA AUFBAUENDE MAS;XGM;30;ml;WALAD;ja;1;18,58;17,24;34,50;34,50;34,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13898126;DR.HAUSCHKA AUG MAKE UP EN;MIS;75;ml;WALAD;ja;1;11,58;10,51;21,50;21,50;21,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14330764;DR.HAUSCHKA AUGENFRISCH SO;AMP;5X5;ml;WALAD;ja;1;5,12;4,61;9,50;9,50;9,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432267;DR.HAUSCHKA BEINTONIKUM;TON;100;ml;WALAD;ja;5;11,04;10,24;20,50;20,50;20,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432333;DR.HAUSCHKA BIRK ARN PFL;OEL;75;ml;WALAD;ja;1;8,35;7,81;15,50;15,50;15,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14264903;DR.HAUSCHKA DUSCHCREME;XDG;150;ml;WALAD;ja;1;4,31;3,64;7,95;8,00;7,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11536301;DR.HAUSCHKA FOUN05 4290627;;30;ml;WALAD;ja;1;11,66;11,66;23,95;24,00;23,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432362;DR.HAUSCHKA FUSSCREME;CRE;75;ml;WALAD;ja;1;8,08;8,08;14,95;15,00;14,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432379;DR.HAUSCHKA GES DAMPFBAD;FLU;100;ml;WALAD;ja;1;12,66;11,58;23,50;23,50;23,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432451;DR.HAUSCHKA GES T429000041;TON;100;ml;WALAD;ja;0;13,20;12,66;24,50;24,50;24,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432468;DR.HAUSCHKA GES TON KLAER;TON;100;ml;WALAD;ja;2;13,74;13,20;25,50;25,50;25,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432497;DR.HAUSCHKA GES WASCHCREME;CRE;50;ml;WALAD;ja;2;7,81;6,54;14,50;14,50;14,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432416;DR.HAUSCHKA GESICHTSMILCH;MIL;30;ml;WALAD;ja;1;10,78;8,24;19,95;20,00;19,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14446604;DR.HAUSCHKA GESICHTSOEL;OEL;18;ml;WALAD;ja;2;10,51;9,70;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14279945;DR.HAUSCHKA HANDCRE SG INT;CRE;30;ml;WALAD;ja;10;4,04;3,64;7,50;7,50;7,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432511;DR.HAUSCHKA HANDCREME;CRE;50;ml;WALAD;ja;1;6,73;6,46;12,50;12,50;12,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432623;DR.HAUSCHKA LAV SA H K BAL;BAL;145;ml;WALAD;ja;1;10,51;10,51;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432652;DR.HAUSCHKA LIPPENGOLD;BAL;4.9;g;WALAD;ja;1;4,85;3,89;8,95;9,00;8,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432646;DR.HAUSCHKA LIPPENKOSMETIK;BAL;4.5;ml;WALAD;ja;5;5,39;4,61;9,95;10,00;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432681;DR.HAUSCHKA MANDEL K BA;BAL;145;ml;WALAD;ja;1;10,51;9,70;19,50;19,50;19,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286098;DR.HAUSCHKA MED AK POTEN;CRE;20;ml;WALAD;ja;1;9,43;8,89;17,50;17,50;17,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286141;DR.HAUSCHKA MED MINZE FORT;ZCR;75;ml;WALAD;ja;0;2,96;2,69;5,50;5,50;5,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17442044;DR.HAUSCHKA MED PFL MITTAG;LOT;145;ml;WALAD;ja;1;11,85;11,85;21,95;22,00;21,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286129;DR.HAUSCHKA MED SALBEI MSP;MUW;300;ml;WALAD;ja;3;5,39;5,12;9,95;10,00;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14286135;DR.HAUSCHKA MED SOLE SENSI;ZCR;75;ml;WALAD;ja;4;2,96;2,42;5,50;5,50;5,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432729;DR.HAUSCHKA MELIS TAGESCRE;XTC;30;ml;WALAD;ja;4;14,01;11,88;25,95;26,00;25,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432741;DR.HAUSCHKA MOOR LAV PFL;OEL;75;ml;WALAD;ja;0;9,70;8,24;17,95;18,00;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17305979;DR.HAUSCHKA NACH DER SONNE;LOT;150;ml;WALAD;ja;1;12,39;0,00;22,95;23,00;22,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13899812;DR.HAUSCHKA NACHTSERUM;CRE;20;ml;WALAD;ja;1;15,35;14,54;28,50;28,50;28,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14446596;DR.HAUSCHKA NEEM NAGEL;OEL;18;ml;WALAD;ja;3;8,35;7,03;15,50;15,50;15,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432847;DR.HAUSCHKA NEEM NAGELOEL;STI;3;ml;WALAD;ja;2;6,46;6,19;11,95;12,00;11,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432853;DR.HAUSCHKA QUI KOERPERMI;MIL;145;ml;WALAD;ja;1;9,97;9,97;18,50;18,50;18,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432882;DR.HAUSCHKA QUI TAGESCRE;XTC;30;ml;WALAD;ja;2;13,47;11,15;24,95;25,00;24,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432913;DR.HAUSCHKA REG HALS&DEC;CRE;40;ml;WALAD;ja;1;27,20;25,32;50,50;50,50;50,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
12393950;DR.HAUSCHKA REG HANDBALSAM;BAL;50;ml;WALAD;ja;1;12,12;11,58;22,50;22,50;22,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432942;DR.HAUSCHKA REG KOERPERBAL;BAL;150;ml;WALAD;ja;1;19,12;18,31;35,50;35,50;35,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13890610;DR.HAUSCHKA REG TAG CR BAL;XTC;40;ml;WALAD;ja;1;30,44;29,09;56,50;56,50;56,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432959;DR.HAUSCHKA REG TAG U NA S;CRE;30;ml;WALAD;ja;1;31,24;28,55;57,95;58,00;57,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17600945;DR.HAUSCHKA REIN BAL;BAL;75;ml;WALAD;ja;4;10,51;10,51;19,50;19,50;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
17600951;DR.HAUSCHKA REIN BAL SOND;BAL;30;ml;WALAD;ja;8;4,31;3,88;8,00;8,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433002;DR.HAUSCHKA REIN MIL;MIL;145;ml;WALAD;ja;1;12,12;11,58;22,50;22,50;22,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432994;DR.HAUSCHKA REINIG MA TIEG;XGM;90;g;WALAD;ja;1;14,54;13,74;26,95;27,00;26,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9432296;DR.HAUSCHKA REVITALIS MAS;XGM;30;ml;WALAD;ja;1;16,70;15,35;30,95;31,00;30,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433137;DR.HAUSCHKA ROSEN BAD;BAD;100;ml;WALAD;ja;1;9,43;8,89;17,50;17,50;17,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433048;DR.HAUSCHKA ROSEN KOER BAL;BAL;145;ml;WALAD;ja;0;11,04;10,51;20,50;20,50;20,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433060;DR.HAUSCHKA ROSEN PFL OEL;OEL;75;ml;WALAD;ja;5;9,70;8,24;17,95;18,00;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433108;DR.HAUSCHKA ROSEN TAG LEI;XTC;30;ml;WALAD;ja;2;14,28;12,12;26,50;26,50;26,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433083;DR.HAUSCHKA ROSEN TAGESCR;XTC;30;ml;WALAD;ja;2;14,28;12,12;26,50;26,50;26,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10526625;DR.HAUSCHKA SALBEI M DEOMI;MIL;50;ml;WALAD;ja;1;6,73;6,46;12,50;12,50;12,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433172;DR.HAUSCHKA SCHLEH PFL OEL;OEL;75;ml;WALAD;ja;1;8,89;8,35;16,50;16,50;16,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
16009138;DR.HAUSCHKA SHAMPOO;SHA;150;ml;WALAD;ja;1;9,16;8,62;16,95;17,00;16,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17305933;DR.HAUSCHKA SONNE GE LSF10;CRE;40;ml;WALAD;ja;0;15,89;15,89;29,50;29,50;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
17305956;DR.HAUSCHKA SONNE GE LSF30;CRE;40;ml;WALAD;ja;1;16,70;16,70;30,95;31,00;30,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433226;DR.HAUSCHKA TAG&NA K SEN;FLU;10X1;ml;WALAD;ja;1;12,39;11,31;22,95;23,00;22,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11140299;DR.HAUSCHKA TOE CR20002537;CRE;30;ml;WALAD;ja;5;14,81;12,61;27,50;27,50;27,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433321;DR.HAUSCHKA ZIT LEM BAD SG;BAD;100;ml;WALAD;ja;1;7,27;7,27;13,50;13,50;13,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433284;DR.HAUSCHKA ZIT LEMONGR KO;MIL;145;ml;WALAD;ja;3;9,43;8,49;17,50;17,50;17,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
9433309;DR.HAUSCHKA ZIT LEMONGR PF;OEL;75;ml;WALAD;ja;1;8,89;7,52;16,50;16,50;16,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3828372;DR.MUNZINGER BAERCH OH ZU;;125;g;MUNZI;ja;10;1,66;1,66;2,45;2,49;2,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
10230681;DR.MUNZINGER COLA ZWILL;BEU;250;g;MUNZI;ja;0;2,32;1,99;3,49;3,49;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3828403;DR.MUNZINGER FR SA HERZEN;;250;g;MUNZI;ja;17;2,32;2,32;3,45;3,49;3,45;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Nein;ja;Keine Angabe
3735417;DR.MUNZINGER GELAT FR WA;;250;g;MUNZI;ja;3;2,32;2,32;2,95;3,49;2,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3917957;DR.MUNZINGER HOLUNDERB FRU;BEU;250;g;MUNZI;ja;1;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
7751933;DR.MUNZINGER JOGHURTHERZ;;200;g;MUNZI;ja;4;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
1024623;DR.MUNZINGER KDR FR B VI C;;125;g;MUNZI;ja;5;1,66;1,66;2,45;2,49;2,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3828426;DR.MUNZINGER MU VIT FRU B;;250;g;MUNZI;ja;1;1,94;1,94;2,89;2,89;2,89;;0,00;;nein;Nein;Nein;ja;Keine Angabe
12828299;DR.MUNZINGER MULTIVIT BAER;BON;250;g;MUNZI;ja;9;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Nein
3828395;DR.MUNZINGER PFIRSICHHERZ;;250;g;MUNZI;ja;3;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
4350429;DRACOFOAM SCHAUMS 10X10CM;VER;10;St;AUSBU;ja;1;70,98;57,66;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12749080;DRACOPLAST CLASSIC PFL STR;PFL;20;ST;AUSBU;ja;1;2,89;2,49;3,95;0,00;3,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
15993395;DROSTE LAUX EDELSTEIN;SEI;20;g;DROST;ja;0;1,74;0,00;3,00;3,00;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
3147548;DRUCKVERBANDPAECKCHEN;VER;1;St;SOEHN;ja;1;4,75;2,35;3,95;0,00;3,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
308169;DULCOLAX;SUP;6;St;A. NA;ja;7;5,34;4,25;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8472922;DULCOLAX DRAGEES;TMR;20;St;A. NA;ja;4;3,62;3,13;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8472939;DULCOLAX DRAGEES;TMR;40;St;A. NA;ja;1;5,34;4,25;9,95;9,97;9,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6800196;DULCOLAX DRAGEES DOSE;TMR;100;St;A. NA;ja;3;11,32;10,23;19,90;19,93;19,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
14244622;DULCOSOFT LOESUNG;LSE;250;ml;A. NA;ja;7;5,34;4,24;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
17566036;DULCOSOFT PLUS;PLE;10;St;A. NA;ja;4;5,34;4,95;9,97;9,97;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17566042;DULCOSOFT PLUS;PLE;20;St;A. NA;ja;4;10,04;0,00;17,68;17,68;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14285638;DURACELL LITH KNOPFZE 2032;;2;ST;DURA;ja;1;0,00;1,35;2,50;9,99;2,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
7788681;DURAULTRA N SINE;ATR;10X0.6;ml;OMNIV;ja;1;3,32;3,28;6,40;6,40;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10404856;DUREX GEFUEHLSECHT KONDOME;KOD;8;St;RECK;ja;1;6,70;5,15;8,95;9,99;8,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
7274611;DUSCH FOLIEN ARM KURZ 60;;5;St;ILLAH;ja;1;12,90;12,42;19,45;19,45;0,00;;0,00;;nein;Nein;Ja;keine Angabe;Nein
1662915;DYNEXAN MUNDGEL;GEL;10;g;KREUL;ja;1;5,34;4,67;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12346471;DYSTOLOGES;TAB;100;St;LOGE;ja;3;14,31;12,85;24,35;24,35;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4485000;ECHINEST NR 160;TAB;100;St;NESTM;ja;3;9,38;9,25;16,52;16,52;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11142370;ECO MED EASYRIP BLAU 5CM;BIN;1;St;SCHUG;ja;3;6,55;1,73;7,75;0,00;7,75;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
