PZN;Artikelname;DF;PM;PE;Herstellerkürzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
233247;DAKTAR 2% MUNDGEL;GEL;20;g;ROCNE;ja;1;3,62;3,18;6,95;6,97;6,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
258738;DALLMANNS SALBEIBONBONS;BON;20;St;DALLM;ja;8;0,89;0,53;1,00;0,00;1,00;;0,00;;nein;Nein;Nein;keine Angabe;Nein
3531896;DALLMANNS SALBEIBONBONS ZF;BON;20;St;DALLM;ja;4;1,20;0,71;1,20;0,00;1,20;;0,00;;nein;Nein;Nein;keine Angabe;Nein
12588990;DAUERBINDE KRAEFT 10CMX7M;BIN;1;St;LORAU;ja;1;29,62;17,67;29,95;0,00;29,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17819709;DAY CREAM ULTIMATE NEW AG;CRE;30;ml;PRIMA;ja;2;22,81;21,66;38,95;39,00;38,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
10068950;DEKRISTOL 1000 IE;TAB;100;St;MIBE;ja;25;4,65;2,34;8,65;8,69;8,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10068944;DEKRISTOL 1000 IE;TAB;50;St;MIBE;ja;1;2,74;1,98;5,25;5,28;5,25;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10068921;DEKRISTOL 500 IE;TAB;100;St;MIBE;ja;5;3,88;2,13;7,45;7,49;7,45;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3556643;DENTINOX GEL N ZAHNUNGSHI;GEL;10;g;DENTI;ja;1;4,39;3,60;5,95;5,99;5,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1849246;DENTIPUR GEL;GEL;100;ml;HELAG;ja;1;3,83;3,55;5,95;0,00;5,95;;0,00;OTC Nicht-AM;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2782219;DERIVATIO TABLETTEN;TAB;100;St;PFLUE;ja;2;9,94;9,55;17,50;17,50;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10094887;DERMASEL TMS GEL MUSK SPA;KPG;1;P;FETT;ja;1;2,68;2,10;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7388645;DERMASEL TMS MILCH+HON SPA;KPG;1;P;FETT;ja;1;2,68;2,21;3,95;3,99;3,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7588019;DERMASEL TMS PUR;SLZ;500;g;FETT;ja;1;1,67;1,39;2,45;2,49;2,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
2935232;DERMASENCE ADTOP CREME;CRE;50;ml;P&MCO;ja;1;4,85;4,58;7,50;7,50;7,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
11871726;DERMASENCE ALOE VERA ACTIV;GEL;75;ml;P&MCO;ja;1;9,52;8,76;14,50;14,50;14,50;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
9669207;DERMASENCE BARRIOPRO;EMU;50;ml;P&MCO;ja;1;17,66;16,63;26,90;26,90;26,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
7366661;DERMASENCE CREAM SOFT;XPK;50;ml;P&MCO;ja;2;10,64;8,62;16,50;16,50;16,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
2935019;DERMASENCE HAIRCARE SHAMP;SHA;200;ml;P&MCO;ja;1;9,20;8,21;13,80;13,80;13,80;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
16913079;DERMASENCE HYALU TAG LSF50;EMU;50;ml;P&MCO;ja;1;15,69;15,26;23,90;23,90;23,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17587185;DERMASENCE HYALUSOME AUGEN;AUC;15;ml;P&MCO;ja;1;13,30;12,84;20,00;20,20;20,00;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
21367;DERMASENCE MOUSSE REINIG;SCH;200;ml;P&MCO;ja;1;9,33;8,84;14,10;14,10;14,10;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3647972;DERMASENCE POLANETH;LOT;200;ml;P&MCO;ja;1;12,73;12,26;19,60;19,60;19,60;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3647995;DERMASENCE POLANETH;LOT;500;ml;P&MCO;ja;1;23,99;22,93;36,90;36,90;36,90;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
16901099;DERMASENCE ROSAMI TAG LF50;EMU;50;ml;P&MCO;ja;1;15,03;14,93;22,90;22,90;22,90;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
14171030;DERMASENCE ROSAMIN TAG 50;CRE;30;ml;P&MCO;ja;1;13,06;12,62;19,90;19,90;19,90;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
17867513;DERMASENCE SEB BERUH GELCR;CRE;50;ml;P&MCO;ja;1;11,54;9,35;17,30;17,30;17,30;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
3286267;DERMASENCE SEBORRA AKUTROL;GEL;10;ml;P&MCO;ja;1;6,50;6,40;9,90;9,90;9,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
17867588;DERMASENCE SEBORRA SHAMPOO;SHA;200;ml;P&MCO;ja;1;9,20;8,68;13,80;13,80;0,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
7366655;DERMASENCE TONIC;XPK;200;ml;P&MCO;ja;1;8,35;7,64;12,90;12,90;12,90;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14294620;DERMASENCE VITOP FORTE;CRE;200;ml;P&MCO;ja;1;19,63;18,72;29,90;29,90;29,90;;0,00;VK - 10% (Runden auf ,95);nein;Nein;Nein;nein, kein Lebensmittel;Ja
14404706;DERMASENCE VITOP FORTE JUN;CRE;75;ml;P&MCO;ja;1;9,52;9,08;14,50;14,50;14,50;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;nein, kein Lebensmittel;Ja
13982594;DERMAVEEL;CRE;30;ml;HEEL;ja;1;8,19;5,97;14,45;14,70;14,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
15231998;DESCODERM;LOE;150;ml;SCHUM;ja;2;4,16;2,10;4,95;0,00;4,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4606372;DESCODERM HAUTDESINFEKTION;LOE;1;l;SCHUM;ja;10;13,34;8,00;15,85;0,00;15,85;;0,00;Schug Medical Produkte;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4606343;DESCODERM HAUTDESINFEKTION;LOE;250;ml;SCHUM;ja;1;5,95;5,78;9,95;0,00;9,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6108589;DESINFEKTIONSGEL HAND ANTI;GEL;500;ml;PARAM;ja;1;5,60;5,34;8,95;0,00;8,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
4980627;DESTILIERTES WASSER AQUADE;FLU;1000;ml;AUXY;ja;0;3,68;3,32;5,95;0,00;5,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Keine Angabe
13831197;DEUMAVAN SCHUTZSAL NEUTRAL;FET;100;ml;KAYMO;ja;1;10,50;9,77;15,30;15,30;15,30;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
4045241;DEXERYL;CRE;250;g;PIERF;ja;1;8,00;6,75;11,75;11,75;11,75;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
3815464;DEXPANTHENOL;;25;g;CAELO;ja;1;7,25;5,70;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
976014;DEXTRO ENERGEN CLASSIC;WUE;1;St;KYBEV;ja;1;0,77;0,76;1,10;0,00;1,10;;0,00;;nein;Nein;Nein;ja;Nein
9245967;DEXTRO ENERGY SCHULST WALD;TAE;50;g;KYBEV;ja;2;1,00;0,97;1,40;0,00;1,40;;0,00;;nein;Nein;Nein;ja;Nein
272359;DEXTROPUR;PUL;400;g;KYBEV;ja;1;2,30;1,92;3,25;0,00;3,25;;0,00;;nein;Nein;Keine Angabe;ja;Nein
10087189;DIARRHOESAN SAFT;SAF;200;ml;LOGE;ja;1;5,30;4,95;9,90;9,90;9,90;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4704206;DICLO RATIO SCHMERZGEL;GEL;100;g;RATIO;ja;15;7,94;4,85;11,95;14,40;11,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
10929990;DICLO RATIO SCHMERZGEL;GEL;150;g;RATIO;ja;7;10,33;5,90;17,95;18,20;17,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
4704198;DICLO RATIO SCHMERZGEL;GEL;50;g;RATIO;ja;10;4,28;2,62;6,95;8,00;6,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
14170042;DICLO RATIOPHARM 25MG FTA;FTA;20;St;RATIO;ja;5;5,34;4,46;9,97;9,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
16705004;DICLOX FORTE 20MG/G GEL;GEL;100;g;RATIO;ja;22;10,33;8,95;17,95;18,20;17,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16705010;DICLOX FORTE 20MG/G GEL;GEL;150;g;RATIO;ja;14;13,81;8,10;22,95;23,50;22,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16704996;DICLOX FORTE 20MG/G GEL;GEL;50;g;RATIO;ja;8;5,14;3,35;7,95;9,60;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2760181;DILTIAZEM HYDROCHLORID;;5;g;CAELO;ja;2;17,10;13,48;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
6938658;DIMENHYDRINAT AL 50MG;TAB;20;St;ALIUD;ja;2;1,91;0,99;3,25;3,68;3,25;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
807665;DITHRANOL;;5;g;CAELO;ja;1;45,50;41,44;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
11024417;DOBENDAN DIR FLURB SPRAY;SPR;15;ml;RECK;ja;1;7,58;5,21;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10326895;DOBENDAN DIR ZF FLURB 8.75;LUT;24;St;RECK;ja;0;6,41;5,16;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16502620;DOBENDAN DIREK FLU SP H+Z;SPR;15;ml;RECK;ja;3;7,58;6,38;12,95;13,97;12,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6866410;DOBENDAN DIREKT FLURB 8.75;LUT;24;St;RECK;ja;10;6,41;5,12;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9221323;DOC ARNIKA;CRE;100;g;HERME;ja;4;9,57;6,46;15,95;16,85;15,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5853368;DOC IBUPROFEN SCHMERZGEL;GEL;100;g;HERME;ja;11;9,77;7,22;16,95;17,21;16,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1571331;DOEDERLEIN VAGINALKAPSELN;VKA;10;St;GSKOT;ja;1;10,25;9,18;17,95;18,05;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
12700079;DOLO DOBENDAN 1.4MG/10MG;LUT;36;St;RECK;ja;3;7,58;6,02;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
919559;DOLO-ARTHROSENEX M SALBE;SAL;100;g;ABANT;ja;1;3,66;3,42;7,06;7,06;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4590211;DOLORMIN;FTA;20;St;JOHNS;ja;5;4,28;3,39;8,00;8,00;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
91072;DOLORMIN EXTRA;FTA;10;St;JOHNS;ja;8;4,05;3,12;7,65;7,69;7,65;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
91089;DOLORMIN EXTRA;FTA;20;St;JOHNS;ja;64;5,88;4,63;9,95;10,98;9,95;ja;7,95;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1094724;DOLORMIN EXTRA;FTA;30;St;JOHNS;ja;1;9,07;7,17;15,95;15,97;15,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434116;DOLORMIN FUER FRAUEN;TAB;10;St;JOHNS;ja;3;4,41;3,37;7,95;8,23;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434091;DOLORMIN FUER FRAUEN;TAB;20;St;JOHNS;ja;11;6,06;4,64;11,30;11,32;11,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11528543;DOLORMIN KINDER IBU40MG/ML;SUS;100;ml;JOHNS;ja;10;2,75;2,12;5,31;5,31;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1300810;DOLORMIN MIGRAENE;FTA;10;St;JOHNS;ja;3;4,05;3,16;7,65;7,69;7,65;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1300827;DOLORMIN MIGRAENE;FTA;20;St;JOHNS;ja;10;5,88;4,53;10,95;10,98;10,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3029613;DOLORTRIPTAN BEI MIGRAENE;FTA;2;St;JOHNS;ja;3;5,88;4,59;10,95;10,98;10,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3025437;DOMOTHERM RAPID DIGITALTHE;;1;St;UEBE;ja;17;3,25;1,99;4,90;0,00;4,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17974290;DOPPELHERZ MSM GLUCOSA SYS;KAP;60;St;QUEIS;ja;1;0,00;16,63;24,95;24,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
6132731;DOPPELHERZ OMEGA3 KONZ SYS;KAP;60;St;QUEIS;ja;1;13,89;9,95;15,95;18,95;15,95;;0,00;;nein;Nein;Nein;ja;Nein
7727923;DORITHRICIN HALSTABL CLASS;LUT;20;St;MEDAR;ja;4;5,88;4,38;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10078411;DORITHRICIN HALSTABL WALDB;LUT;20;St;MEDAR;ja;9;5,88;4,59;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8011730;DOSIERPUMPE SPENDERFLASCHE;;1;St;SCHUG;ja;2;2,70;2,86;5,50;0,00;5,50;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Keine Angabe
17988984;DR THEISS INNERE RUHE TAB;TAB;30;St;THEIS;ja;1;6,77;6,77;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
18029180;DR THEISS MELAT EINSCHL PL;SPR;20;ml;THEIS;ja;1;6,77;6,42;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16764550;DR THEISS MELATONIN EINSCH;SPR;30;ml;THEIS;ja;7;6,77;5,08;9,95;9,95;9,95;;0,00;;nein;Nein;Nein;ja;Nein
7300490;DR THEISS NACHTK SHAMPOO;SHA;200;ml;THEIS;ja;2;5,41;4,06;7,75;8,64;7,75;;0,00;VK - 10% (abrunden);nein;Nein;Nein;nein, kein Lebensmittel;Ja
323660;DR THEISS RINGELBL SAL CLA;SAL;50;ml;THEIS;ja;4;5,67;4,25;9,35;10,39;9,35;;0,00;VK - 10% (abrunden);nein;Nein;Nein;nein, kein Lebensmittel;Ja
4123900;DR THEISS RINGELBL SAL N F;SAL;20;ml;THEIS;ja;1;2,44;1,83;3,95;4,45;3,95;;0,00;VK - 10% (abrunden);nein;Nein;Nein;nein, kein Lebensmittel;Ja
3539395;DR THEISS RINGELBL SHAMPOO;SHA;200;ml;THEIS;ja;2;5,41;3,83;7,75;8,64;7,75;;0,00;VK - 10% (abrunden);nein;Nein;Nein;nein, kein Lebensmittel;Ja
15398072;DR.BOEHM GELENKE & KNORPEL;FTA;60;St;APOME;ja;1;19,96;19,35;29,90;29,90;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3828372;DR.MUNZINGER BAERCH OH ZU;;125;g;MUNZI;ja;9;1,66;1,66;2,45;2,49;2,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3828403;DR.MUNZINGER FR SA HERZEN;;250;g;MUNZI;ja;18;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3735417;DR.MUNZINGER GELAT FR WA;;250;g;MUNZI;ja;8;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Keine Angabe
12828299;DR.MUNZINGER MULTIVIT BAER;BON;250;g;MUNZI;ja;1;2,32;2,32;3,45;3,49;3,45;;0,00;;nein;Nein;Nein;ja;Nein
10330158;DRACO KINESIOTA 5MX5CM PIN;VER;1;St;AUSBU;ja;2;8,60;6,02;10,95;0,00;10,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10330164;DRACO KINESIOTA 5MX5CM ROT;VER;1;St;AUSBU;ja;2;8,60;6,02;10,95;0,00;10,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10330187;DRACO KINESIOTA 5MX5CM SCH;VER;1;St;AUSBU;ja;2;8,60;6,02;10,95;0,00;10,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10330170;DRACO KINESIOTA 5MX5CM TUE;VER;1;St;AUSBU;ja;2;8,60;6,02;10,95;0,00;10,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4374335;DRACO PLAST SOFT 1MX4CM;PFL;1;St;AUSBU;ja;5;2,40;1,68;3,00;0,00;3,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4374364;DRACO PLAST SOFT 1MX6CM;PFL;1;St;AUSBU;ja;5;2,70;1,89;3,45;0,00;3,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
4374387;DRACO PLAST SOFT 1MX8CM;PFL;1;St;AUSBU;ja;4;3,20;2,24;4,10;0,00;4,10;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
736209;DRACOELFI EL FIX GE4MX10CM;BIN;1;St;AUSBU;ja;20;0,95;0,00;1,00;0,00;1,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
736132;DRACOELFI EL FIX GEK4MX4CM;BIN;1;St;AUSBU;ja;20;0,60;0,36;0,65;0,00;0,65;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
736161;DRACOELFI EL FIX GEK4MX6CM;BIN;1;St;AUSBU;ja;20;0,70;0,00;0,75;0,00;0,75;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
736190;DRACOELFI EL FIX GEK4MX8CM;BIN;1;St;AUSBU;ja;20;0,80;0,00;0,85;0,00;0,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780258;DRACOELFI HA FIX 10CMX4M B;BIN;1;St;AUSBU;ja;10;3,32;2,49;4,30;0,00;4,30;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780264;DRACOELFI HA FIX 10CMX4M R;BIN;1;St;AUSBU;ja;5;3,32;0,00;4,30;0,00;4,30;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780206;DRACOELFI HA FIX 4CMX4M BL;BIN;1;St;AUSBU;ja;9;2,32;1,74;3,00;0,00;3,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780212;DRACOELFI HA FIX 6CMX4M BL;BIN;1;St;AUSBU;ja;10;2,52;1,89;3,40;0,00;3,40;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780229;DRACOELFI HA FIX 6CMX4M RO;BIN;1;St;AUSBU;ja;6;2,52;0,00;3,40;0,00;3,40;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780235;DRACOELFI HA FIX 8CMX4M BL;BIN;1;St;AUSBU;ja;9;2,96;2,22;3,90;0,00;3,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9780241;DRACOELFI HA FIX 8CMX4M RO;BIN;1;St;AUSBU;ja;5;2,96;0,00;3,90;0,00;3,90;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
2268505;DRACOFIX OP K UN 7.5X7.5 8;KOM;100;St;AUSBU;ja;4;4,90;2,45;4,50;0,00;4,50;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
1980621;DRACOFIX OP K UNST 10X10 8;KOM;100;St;AUSBU;ja;4;7,06;3,53;6,30;0,00;6,30;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
2268480;DRACOFIX OP K UNST 5X5 8F;KOM;100;St;AUSBU;ja;4;3,22;1,61;2,95;0,00;2,95;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
3388111;DRACOFIX PEEL K ST 10X10 8;KOM;25X2;St;AUSBU;ja;3;7,24;3,62;6,50;0,00;6,50;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
2358711;DRACOFIX PEEL K ST 10X10 8;KOM;5X2;St;AUSBU;ja;5;2,16;1,08;1,95;0,00;1,95;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
3388105;DRACOFIX PEEL K ST 7.5X7.5;KOM;25X2;St;AUSBU;ja;2;5,40;2,70;4,85;0,00;4,85;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
2358697;DRACOFIX PEEL K ST 7.5X7.5;KOM;5X2;St;AUSBU;ja;5;1,78;0,89;1,60;0,00;1,60;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
3388097;DRACOFIX PEEL K STE 5X5 8F;KOM;25X2;St;AUSBU;ja;1;4,74;2,37;4,25;0,00;4,25;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
2358674;DRACOFIX PEEL K STE 5X5 8F;KOM;5X2;St;AUSBU;ja;5;1,78;0,89;1,60;0,00;1,60;;0,00;;nein;Nein;Ja;keine Angabe;Keine Angabe
16890059;DRACOFIXIERMULL SEN10CMX1M;VER;1;St;AUSBU;ja;3;8,95;6,71;11,95;0,00;11,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12548482;DRACOFIXIERMULL ST10CMX10M;PFL;1;St;AUSBU;ja;6;23,00;13,80;23,95;0,00;23,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12548476;DRACOFIXIERMULL STR10CMX2M;PFL;1;St;AUSBU;ja;3;7,10;4,26;7,50;0,00;7,50;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
16890088;DRACOFIXIERMULL WP10CMX2M;VER;1;St;AUSBU;ja;3;8,66;6,50;11,95;0,00;11,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9513534;DRACOPLAST CLASSIC 1MX4CM;PFL;1;St;AUSBU;ja;5;1,90;1,33;2,45;0,00;2,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9513540;DRACOPLAST CLASSIC 1MX6CM;PFL;1;St;AUSBU;ja;5;2,00;1,40;2,60;0,00;2,60;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9513557;DRACOPLAST CLASSIC 1MX8CM;PFL;1;St;AUSBU;ja;5;2,50;1,75;3,15;0,00;3,15;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
12749080;DRACOPLAST CLASSIC PFL STR;PFL;20;ST;AUSBU;ja;10;2,89;2,02;3,60;0,00;3,60;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14296547;DRACOPLAST FIFIX2.5X4.5BLA;PFL;1;St;AUSBU;ja;6;2,80;0,00;3,85;0,00;3,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14296553;DRACOPLAST FIFIX2.5X4.5HAU;PFL;1;St;AUSBU;ja;6;2,80;1,96;3,85;0,00;3,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14296576;DRACOPLAST FIFIX2.5X4.5ROT;PFL;1;St;AUSBU;ja;3;2,80;0,00;3,85;0,00;3,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14296866;DRACOPLAST FIFIX2.5X4.5SCH;PFL;1;St;AUSBU;ja;3;2,80;0,00;3,85;0,00;3,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9920883;DRACOPLAST FING STR 12X2EL;PFL;10;St;AUSBU;ja;5;1,70;1,19;2,15;0,00;2,15;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9513563;DRACOPLAST SOFT HA RD2.2CM;PFL;20;St;AUSBU;ja;5;1,60;1,12;2,00;0,00;2,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9522059;DRACOPLAST SOFT STRIPS SOR;PFL;20;St;AUSBU;ja;5;2,70;1,89;3,30;0,00;3,30;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9513586;DRACOPLAST WATERPR FING KU;PFL;10;St;AUSBU;ja;6;2,20;1,54;2,85;0,00;2,85;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
9521290;DRACOPLAST WATERPROOF SORT;PFL;20;St;AUSBU;ja;5;2,80;1,96;3,50;0,00;3,50;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17183111;DRACOPOR SENS 5X7.2CM ST S;VER;3;St;AUSBU;ja;5;2,10;1,47;2,65;0,00;2,65;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17183128;DRACOPOR SENS 8X10CM ST SI;VER;3;St;AUSBU;ja;5;3,70;2,59;4,70;0,00;4,70;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17183134;DRACOPOR SENS 8X15CM ST SI;VER;3;St;AUSBU;ja;3;5,80;4,06;7,35;0,00;7,35;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10713876;DRACOPOR WPR WUN ST3.8X3.8;PFL;10;St;AUSBU;ja;5;3,70;2,59;4,65;0,00;4,65;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
14167465;DRACOPOR WPR WUNDV 15X15ST;PFL;5;ST;AUSBU;ja;3;8,30;5,81;10,70;0,00;10,70;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
