PZN;Artikelname;DF;PM;PE;Herstellerkürzel;Lager;Bestand;EK;EEK;AVK;VK;EVK;Preisaktion;AP;Kalkulationsmodell;AM;DC;MP;LM;KM
4166708;DEUMAVAN WASCHLOTION SENSI;LOT;200;ml;KAYMO;ja;1;8,80;8,25;13,30;13,30;13,30;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;keine Angabe;Ja
4045241;DEXERYL;CRE;250;g;PIERF;ja;1;8,00;6,64;11,75;11,75;11,75;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
16021062;DEXERYL SHOWER DUSCHCREME;XDG;500;ml;PIERF;ja;1;9,00;8,51;14,95;13,40;14,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
976014;DEXTRO ENERGEN CLASSIC;WUE;1;St;KYBEV;ja;1;0,77;0,66;1,10;0,00;1,10;;0,00;;nein;Nein;Nein;ja;Nein
975977;DEXTRO ENERGEN VITAMIN C;WUE;1;St;KYBEV;ja;1;0,77;0,67;1,10;0,00;1,10;;0,00;;nein;Nein;Nein;ja;Nein
4704206;DICLO RATIO SCHMERZGEL;GEL;100;g;RATIO;ja;17;7,94;4,41;11,95;14,40;11,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4704198;DICLO RATIO SCHMERZGEL;GEL;50;g;RATIO;ja;13;4,28;2,62;6,95;8,00;6,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
14170042;DICLO RATIOPHARM 25MG FTA;FTA;20;St;RATIO;ja;5;5,34;3,31;9,97;9,97;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11354149;DICLOFENAC PUREN GEL;GEL;100;g;ALPHI;ja;1;3,55;3,31;6,80;6,84;6,80;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
11354155;DICLOFENAC PUREN GEL;GEL;150;g;ALPHI;ja;2;4,70;4,24;8,78;8,78;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
11354132;DICLOFENAC PUREN GEL;GEL;50;g;ALPHI;ja;1;2,49;2,16;4,80;4,80;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
16705004;DICLOX FORTE 20MG/G GEL;GEL;100;g;RATIO;ja;27;10,33;8,95;17,95;18,20;17,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16705010;DICLOX FORTE 20MG/G GEL;GEL;150;g;RATIO;ja;2;13,81;8,10;22,95;23,50;22,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16704996;DICLOX FORTE 20MG/G GEL;GEL;50;g;RATIO;ja;11;5,14;3,14;7,95;9,60;7,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
3046333;DILTIAZEMHYDROCHLORID;PUL;5;g;FAGRO;ja;1;16,30;13,99;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;keine Angabe;Nein
18004702;DIMETHYLSULFOXID DMSO;FLU;100;ml;EURO;ja;1;54,50;0,00;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
11024417;DOBENDAN DIR FLURB SPRAY;SPR;15;ml;RECK;ja;4;7,58;5,21;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
16502620;DOBENDAN DIREK FLU SP H+Z;SPR;15;ml;RECK;ja;1;7,58;5,21;12,95;13,97;12,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
6866410;DOBENDAN DIREKT FLURB 8.75;LUT;24;St;RECK;ja;1;6,41;5,14;11,95;11,97;11,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
9221323;DOC ARNIKA;CRE;100;g;HERME;ja;2;9,57;6,46;15,95;16,85;15,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
5853368;DOC IBUPROFEN SCHMERZGEL;GEL;100;g;HERME;ja;13;9,77;7,22;16,95;17,21;16,95;;0,00;VK/UVP (abgerundet auf ,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
18017171;DOC IBUPROFEN SCHMERZGEL;GEL;200;g;HERME;ja;2;15,43;11,74;26,25;26,25;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1571331;DOEDERLEIN VAGINALKAPSELN;VKA;10;St;GSKOT;ja;1;10,25;9,26;17,95;18,05;17,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
12700079;DOLO DOBENDAN 1.4MG/10MG;LUT;36;St;RECK;ja;3;7,58;5,96;13,95;13,97;13,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
91089;DOLORMIN EXTRA;FTA;20;St;JOHNS;ja;21;5,88;4,53;9,95;10,98;9,95;ja;7,95;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1094724;DOLORMIN EXTRA;FTA;30;St;JOHNS;ja;7;9,07;7,17;15,95;15,97;15,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2434091;DOLORMIN FUER FRAUEN;TAB;20;St;JOHNS;ja;4;6,06;4,64;11,30;11,32;11,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
2782780;DOLORMIN GS MIT NAPROXEN;TAB;20;St;JOHNS;ja;5;6,06;4,65;11,30;11,32;11,30;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1300827;DOLORMIN MIGRAENE;FTA;20;St;JOHNS;ja;8;5,88;4,65;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3029613;DOLORTRIPTAN BEI MIGRAENE;FTA;2;St;JOHNS;ja;4;5,88;4,59;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6132731;DOPPELHERZ OMEGA3 KONZ SYS;KAP;60;St;QUEIS;ja;1;13,89;9,95;18,95;18,95;18,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
7727923;DORITHRICIN HALSTABL CLASS;LUT;20;St;MEDAR;ja;6;5,88;4,38;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
10078411;DORITHRICIN HALSTABL WALDB;LUT;20;St;MEDAR;ja;6;5,88;4,59;10,95;10,98;10,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1580867;DORM;TAB;20;St;BERCO;ja;1;2,12;1,79;3,95;4,08;3,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
17988984;DR THEISS INNERE RUHE TAB;TAB;30;St;THEIS;ja;1;6,77;5,08;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
18029180;DR THEISS MELAT EINSCHL PL;SPR;20;ml;THEIS;ja;1;6,77;6,68;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16764550;DR THEISS MELATONIN EINSCH;SPR;30;ml;THEIS;ja;1;6,77;5,08;9,95;9,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
16910187;DR THEISS MELATONIN EINSCH;SPR;50;ml;THEIS;ja;1;11,53;11,53;16,95;16,95;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3025259;DR THEISS NACHTK HAUTBAL;CRE;200;ml;THEIS;ja;4;15,45;11,59;22,15;22,15;22,15;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
323660;DR THEISS RINGELBL SAL CLA;SAL;50;ml;THEIS;ja;1;5,67;5,67;8,95;10,39;8,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
15390975;DR.BOEHM HAUT HAARE NAEGEL;TAB;60;St;APOME;ja;1;13,28;11,95;19,90;19,90;0,00;;0,00;;nein;Nein;Nein;ja;Nein
2722134;DR.MUNZINGER APRIK FRUCHT;;50;g;MUNZI;ja;0;1,49;1,33;1,85;2,19;1,85;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3828372;DR.MUNZINGER BAERCH OH ZU;;125;g;MUNZI;ja;16;1,66;1,66;1,95;2,49;1,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
4925025;DR.MUNZINGER COCOS SCHOKO;;40;g;MUNZI;ja;2;1,33;1,19;1,30;1,99;1,30;;0,00;;nein;Nein;Nein;ja;Keine Angabe
11229183;DR.MUNZINGER ERDB J SCH R;;40;g;MUNZI;ja;2;1,33;1,19;1,99;1,99;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3828403;DR.MUNZINGER FR SA HERZEN;;250;g;MUNZI;ja;19;2,32;2,32;2,95;3,49;2,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3735417;DR.MUNZINGER GELAT FR WA;;250;g;MUNZI;ja;8;2,32;2,32;2,95;3,49;2,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
6982613;DR.MUNZINGER HASELN SCHOK;;40;g;MUNZI;ja;3;1,33;1,19;1,99;1,99;0,00;;0,00;;nein;Nein;Nein;ja;Keine Angabe
2722186;DR.MUNZINGER HASELNUSS FS;;50;g;MUNZI;ja;0;1,49;1,33;1,85;2,19;1,85;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3917957;DR.MUNZINGER HOLUNDERB FRU;BEU;250;g;MUNZI;ja;15;2,32;2,32;2,95;3,49;2,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
7751933;DR.MUNZINGER JOGHURTHERZ;;200;g;MUNZI;ja;5;2,32;2,08;2,95;3,49;2,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
1024623;DR.MUNZINGER KDR FR B VI C;;125;g;MUNZI;ja;6;1,66;1,66;1,95;2,49;1,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
345667;DR.MUNZINGER KIDS HASELNU;;40;g;MUNZI;ja;5;1,33;1,19;1,99;1,99;0,00;;0,00;;nein;Nein;Nein;ja;Keine Angabe
4925048;DR.MUNZINGER MANDEL FR SCH;;40;g;MUNZI;ja;0;1,33;1,19;1,95;1,99;1,95;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Keine Angabe
9338166;DR.MUNZINGER MOUSS A CHO R;;40;g;MUNZI;ja;0;1,33;1,19;1,99;1,99;0,00;;0,00;;nein;Nein;Nein;ja;Keine Angabe
3297503;DR.MUNZINGER MUESLI FR SCH;;50;g;MUNZI;ja;0;1,49;1,33;1,85;2,19;1,85;;0,00;;nein;Nein;Nein;ja;Keine Angabe
12828299;DR.MUNZINGER MULTIVIT BAER;BON;250;g;MUNZI;ja;11;2,32;2,32;3,45;3,49;3,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
3828395;DR.MUNZINGER PFIRSICHHERZ;;250;g;MUNZI;ja;14;2,32;2,32;2,95;3,49;2,95;;0,00;;nein;Nein;Nein;ja;Keine Angabe
11529264;DR.MUNZINGER SUPER FR HERZ;;450;g;MUNZI;ja;9;3,66;3,66;5,45;5,49;5,45;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
3297526;DR.MUNZINGER TROPIC FRU S;;50;g;MUNZI;ja;0;1,49;1,33;1,85;2,19;1,85;;0,00;;nein;Nein;Nein;ja;Keine Angabe
2722163;DR.MUNZINGER WILDFRUCHT FR;;50;g;MUNZI;ja;0;1,49;1,33;1,85;2,19;1,85;;0,00;;nein;Nein;Nein;ja;Keine Angabe
4096913;DREIECKTUCH SCHWARZ 31400;;1;St;JUNGH;ja;1;2,14;1,77;3,50;0,00;3,50;;0,00;;nein;Nein;Ja;keine Angabe;Nein
18092296;DRONABINOL 25MG/ML 22.8+IK;SUB;10;ml;CAELO;ja;1;69,90;69,90;0,00;0,00;0,00;;0,00;;nein;Ja;Nein;nein, kein Lebensmittel;Nein
9512322;DUFTLAMPE LICHTP GELB;;1;St;PRIMA;ja;1;10,00;10,00;18,00;18,00;18,00;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
308169;DULCOLAX;SUP;6;St;A. NA;ja;2;5,34;4,82;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8472922;DULCOLAX DRAGEES;TMR;20;St;A. NA;ja;5;3,62;2,67;6,95;6,97;6,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8472939;DULCOLAX DRAGEES;TMR;40;St;A. NA;ja;3;5,34;4,25;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
6800196;DULCOLAX DRAGEES DOSE;TMR;100;St;A. NA;ja;2;11,32;8,99;19,90;19,93;19,90;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
4657027;DULCOLAX NP;TEI;15;ml;A. NA;ja;0;5,34;4,24;9,95;9,97;9,95;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
17566036;DULCOSOFT PLUS;PLE;10;St;A. NA;ja;2;5,34;4,95;9,97;9,97;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
17566042;DULCOSOFT PLUS;PLE;20;St;A. NA;ja;4;10,04;7,91;17,68;17,68;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10404856;DUREX GEFUEHLSECHT KONDOME;KOD;8;St;RECK;ja;1;6,70;5,16;9,95;9,99;9,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
6730314;DUREX PERFORMA KONDOME;KOD;14;St;RECK;ja;1;13,71;12,35;18,95;18,99;18,95;;0,00;VK/UVP (abgerundet);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1662915;DYNEXAN MUNDGEL;GEL;10;g;KREUL;ja;7;5,34;3,92;9,95;9,97;9,95;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
12346471;DYSTOLOGES;TAB;100;St;LOGE;ja;6;14,31;10,88;24,35;24,35;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
13426663;ECHINACEA MUND U RACHENSPR;SPR;50;ml;WALA;ja;1;5,30;4,31;9,90;9,90;0,00;;0,00;;ja;Nein;Nein;nein, kein Lebensmittel;Nein
1448151;ECHINACEA QUARZ COMP ATR;ATR;5X0.5;ml;WALA;ja;1;3,31;2,93;6,35;6,38;6,35;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
1500532;ECHINACIN;LIQ;50;ml;MYLHC;ja;6;7,22;5,53;13,45;13,49;13,45;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
758205;ECO MED ELAST FIX 4CMX4WEI;BIN;20;St;SCHUG;ja;2;14,25;3,49;16,95;0,00;16,95;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
758211;ECO MED ELAST FIX 6CMX4WEI;BIN;20;St;SCHUG;ja;1;14,85;3,00;17,65;0,00;17,65;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
758228;ECO MED ELAST FIX 8CMX4WEI;BIN;20;St;SCHUG;ja;1;16,00;3,45;18,95;0,00;18,95;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
758234;ECO MED ELAST FIX10CMX4WEI;BIN;20;St;SCHUG;ja;5;20,10;19,00;23,90;0,00;23,90;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
750008;ECO MED HAFTBIN 4CMX20 DBL;BIN;1;St;SCHUG;ja;4;11,50;4,08;13,65;0,00;13,65;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
751545;ECO MED HAFTBIN 6CMX20 BLA;BIN;1;St;SCHUG;ja;4;13,20;12,60;15,70;0,00;15,70;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
752852;ECO MED HAFTBIN 6CMX20 ROT;BIN;1;St;SCHUG;ja;1;13,20;12,60;15,70;0,00;15,70;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
733228;ECO MED HAFTBIN 6CMX20 WEI;BIN;1;St;SCHUG;ja;2;13,75;4,10;16,35;0,00;16,35;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
753567;ECO MED HAFTBIN 8CMX20 BLA;BIN;1;St;SCHUG;ja;3;14,85;5,22;17,65;0,00;17,65;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1322390;ECO MED HAFTBIN 8CMX20 ROT;BIN;1;St;SCHUG;ja;1;14,85;5,22;17,65;0,00;17,65;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
753573;ECO MED HAFTBIN 8CMX20 SCH;BIN;1;St;SCHUG;ja;1;14,85;5,22;12,95;0,00;12,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
733665;ECO MED HAFTBIN 8CMX20 WEI;BIN;1;St;SCHUG;ja;2;14,95;3,20;17,75;0,00;17,75;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1322444;ECO MED HAFTBIN10CMX20 BLA;BIN;1;St;SCHUG;ja;0;16,60;6,86;19,75;0,00;19,75;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
746432;ECO MED IDEAL DIN8CMX5 WEI;BIN;1;St;SCHUG;ja;4;4,40;1,00;5,20;0,00;5,20;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10109028;ECO MED KI TAPE 5CMX5M BEI;VER;1;St;SCHUG;ja;1;7,50;5,25;12,90;0,00;12,90;;0,00;Handverkauf (EEK);nein;Nein;Ja;nein, kein Lebensmittel;Nein
10109011;ECO MED KI TAPE 5CMX5M BLA;VER;1;St;SCHUG;ja;1;7,50;7,50;8,90;0,00;8,90;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
10109005;ECO MED KI TAPE 5CMX5M SCH;VER;1;St;SCHUG;ja;2;7,50;7,50;8,90;0,00;8,90;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728523;ECO MED KOMPR STE7.5X7.5CM;KOM;10;St;SCHUG;ja;13;2,00;0,55;2,35;0,00;2,35;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728813;ECO MED KOMPR STE7.5X7.5CM;KOM;25X2;St;SCHUG;ja;12;5,95;5,50;6,95;0,00;6,95;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728316;ECO MED KOMPRES STE 5X5CM;KOM;10;St;SCHUG;ja;11;1,90;0,38;2,25;0,00;2,25;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728581;ECO MED KOMPRES STE10X10CM;KOM;10;St;SCHUG;ja;27;2,45;0,71;2,90;0,00;2,90;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
729155;ECO MED KOMPRES STE10X10CM;KOM;25X2;St;SCHUG;ja;13;7,95;2,25;9,45;0,00;9,45;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
743824;ECO MED KURZZUGB KLA 8CMX5;BIN;1;St;SCHUG;ja;1;10,75;2,65;12,75;0,00;12,75;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
743830;ECO MED KURZZUGB KLA10CMX5;BIN;1;St;SCHUG;ja;1;13,00;3,19;15,45;0,00;15,45;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728256;ECO MED MULLKOM UNS7.5X7.5;KOM;100;St;SCHUG;ja;8;5,35;1,60;6,35;0,00;6,35;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728279;ECO MED MULLKOM UNST 10X10;KOM;100;St;SCHUG;ja;4;7,75;2,60;9,20;0,00;9,20;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
728210;ECO MED MULLKOM UNST 5X5;KOM;100;St;SCHUG;ja;3;3,50;1,05;4,15;0,00;4,15;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
742635;ECO MED ROL STR 5CMX10 WEI;PFL;1;St;SCHUG;ja;2;14,10;2,98;16,75;0,00;16,75;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
742776;ECO MED ROL STR10CMX10 WEI;PFL;1;St;SCHUG;ja;1;25,65;22,85;30,50;0,00;30,50;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
743072;ECO MED ROL STR15CMX10 WEI;PFL;1;St;SCHUG;ja;2;36,50;7,00;43,40;0,00;43,40;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
734274;ECO MED TAPE KL3.8CMX10BLA;PFL;1;St;SCHUG;ja;1;7,85;2,96;9,30;0,00;9,30;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
734280;ECO MED TAPE KL3.8CMX10ROT;PFL;1;St;SCHUG;ja;1;7,85;3,11;9,30;0,00;9,30;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
740493;ECO MED TAPE KL3.8CMX10WEI;PFL;1;St;SCHUG;ja;4;7,85;2,73;0,00;0,00;0,00;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
879363;ECO MED WATTEB SYNT 6CMX3M;BIN;1;St;SCHUG;ja;2;1,65;1,25;1,95;0,00;1,95;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
879452;ECO MED WATTEB SYNT10CMX3M;BIN;1;St;SCHUG;ja;2;2,55;2,25;2,95;0,00;2,95;;0,00;Schug Medical Produkte;nein;Nein;Ja;nein, kein Lebensmittel;Nein
1406916;EDELWEISS MILCHZUCKER;;250;g;KOELL;ja;1;0,00;1,51;3,25;0,00;3,25;;0,00;;nein;Nein;Nein;ja;Nein
3244955;EINMAL BRILLENPUTZTUE FRA;TUE;10;St;BUETT;ja;1;0,49;0,41;0,95;0,00;0,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
14027652;EINMALPUMPE LA AUS 350/500;;1;ST;HARTM;ja;2;0,90;0,77;1,45;0,00;1,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Nein
11163892;EISEN VERLA 35MG;UTA;50;St;VERLA;ja;1;4,34;3,47;8,10;8,10;8,10;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
81323;EISSPRAY RATIOPHARM;SPR;150;ml;RATIO;ja;1;5,08;4,37;8,95;9,50;8,95;;0,00;VK/UVP (abgerundet auf ,95);nein;Nein;Ja;nein, kein Lebensmittel;Nein
1698557;ELASTOMULL 4MX10CM 2097;BIN;1;St;BSNME;ja;3;1,80;0,87;1,45;0,00;1,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
1698534;ELASTOMULL 4MX6CM 2095;BIN;1;St;BSNME;ja;5;1,38;0,67;0,95;0,00;0,95;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
1698540;ELASTOMULL 4MX8CM 2096;BIN;1;St;BSNME;ja;2;1,45;0,69;1,45;0,00;1,45;;0,00;;nein;Nein;Ja;nein, kein Lebensmittel;Keine Angabe
11677800;ELEVIT 1 KINDERW+SCHWANGER;TAB;30;St;BAYSE;ja;2;16,71;13,37;22,95;22,49;22,95;;0,00;;nein;Nein;Nein;ja;Nein
3675939;ELMEX 29 KOECHER;ZBU;1;St;CP GA;ja;1;1,65;1,21;2,50;0,00;2,50;;0,00;;nein;Nein;Keine Angabe;keine Angabe;Nein
3120822;ELMEX GELEE;GEL;25;g;CP GA;ja;11;7,59;5,76;12,95;13,98;12,95;;0,00;VK/UVP -10% (Runden auf,95);ja;Nein;Nein;nein, kein Lebensmittel;Nein
8794198;ELMEX INTENSIVREINIG SPEZI;ZPA;50;ml;CP GA;ja;1;5,42;3,34;4,95;0,00;4,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
17149462;ELMEX INTERD GRU ISO 5 0.8;ZBU;8;St;CP GA;ja;1;2,98;2,65;4,95;0,00;4,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
2735869;ELMEX JUNIOR ZAHNBUERSTE;ZBU;1;St;CP GA;ja;1;2,73;1,58;2,95;0,00;2,95;;0,00;;nein;Nein;Nein;keine Angabe;Nein
10302593;ELMEX KARIESSCHUTZ PROFESS;ZPA;75;ml;CP GA;ja;1;5,42;3,38;5,95;0,00;5,95;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Ja
2422805;ELMEX SENSITIVE ZBU WEICH;ZBU;1;St;CP GA;ja;1;2,38;1,71;3,95;0,00;3,95;;0,00;;nein;Nein;Nein;keine Angabe;Nein
4123484;ELMEX ZAHNSEIDE GEWACH+AMI;;50;m;CP GA;ja;1;2,87;2,07;3,25;0,00;3,25;;0,00;;nein;Nein;Nein;nein, kein Lebensmittel;Nein
3400496;ELOTRANS;PUL;10;St;STAGM;ja;6;5,26;3,86;8,80;8,84;8,80;;0,00;VK/UVP (abgerundet);ja;Nein;Nein;nein, kein Lebensmittel;Nein
3166505;EM EUKAL ANIS FENCHEL ZFR;BON;75;g;SOLDA;ja;3;1,80;1,22;1,85;1,99;1,85;;0,00;;nein;Nein;Nein;ja;Nein
17292780;EM EUKAL BAYR BLOCKMALZ ZH;BON;100;g;SOLDA;ja;5;1,65;1,12;1,79;1,79;0,00;;0,00;;nein;Nein;Nein;ja;Nein
14276852;EM EUKAL EUKALYPT HONIG ZH;BON;75;g;SOLDA;ja;1;1,61;1,10;1,79;1,79;0,00;;0,00;;nein;Nein;Nein;ja;Nein
3166511;EM EUKAL HONIG GEF ZH;BON;75;g;SOLDA;ja;5;1,61;1,10;1,75;1,79;1,75;;0,00;VK/UVP (abgerundet);nein;Nein;Nein;ja;Nein
11112529;EM EUKAL IMMUNST VIT SH ZF;BON;75;g;SOLDA;ja;0;1,80;0,00;1,99;1,99;0,00;;0,00;;nein;Nein;Nein;ja;Nein
7630170;EM EUKAL INGWER ORANGE ZFR;BON;75;g;SOLDA;ja;8;1,80;1,22;1,85;1,99;1,85;;0,00;;nein;Nein;Nein;ja;Nein
16567915;EM EUKAL INGWER SHOT GEFUE;BON;75;g;SOLDA;ja;4;1,80;1,22;1,90;1,99;1,90;;0,00;;nein;Nein;Nein;ja;Nein
3166304;EM EUKAL JOHANNISB GEF ZFR;BON;75;g;SOLDA;ja;8;1,80;1,22;1,95;1,99;1,95;;0,00;;nein;Nein;Nein;ja;Nein
10392194;EM EUKAL KIND GD WILDK ZH;BON;75;g;SOLDA;ja;7;1,51;1,03;1,69;1,69;0,00;;0,00;;nein;Nein;Nein;ja;Nein
